Anglican Nonconformist
reverberant unreverberant
reverence irreverence
reverent irreverent
reverently irreverently
reversal affirmation
reverse forward
reverse obverse
reversibility irreversibility
reversible irreversible
reversible nonreversible
reversible_process irreversible_process
revived unrevived
revocable irrevocable
revolutionary counterrevolutionary
reward penalty
rewarding unrewarding
rh-negative rh-positive
rh-positive rh-negative
rhetorical unrhetorical
rhymed unrhymed
rhythmical unrhythmical
ribbed ribless
ribless ribbed
rich lean
rich poor
rich_people poor_people
ride walk
rifled unrifled
rigged unrigged
right center
right left
right wrong
right wrongly
right-handed ambidextrous
right-handed left-handed
right_angle oblique_angle
right_triangle oblique_triangle
righteous unrighteous
righteously unrighteously
righteousness unrighteousness
rightfulness wrongfulness
rightness wrongness
rigid nonrigid
rimless rimmed
rimmed rimless
ripe green
ripeness greenness
rise fall
rise set
rising falling
rising_trot sitting_trot
robust frail
roll_up unfurl
romantically unromantically
romanticist classicist
roofed roofless
roofless roofed
rotor stator
rough smooth
roughen smooth
roughness smoothness
round square
rounded angular
roundness angularity
rugged delicate
ruminant nonruminant
run idle
run-on end-stopped
running passing
running standing
rural urban
rural_area urban_area
rush delay
rush linger
rusted rustless
rusticity urbanity
rustless rusted
sacred profane
sad glad
sadden gladden
saddle unsaddle
saddled unsaddled
sadist masochist
sadistic masochistic
sadly happily
sadness happiness
safe dangerous
safe out
safeness dangerousness
safety danger
salable unsalable
salaried freelance
salient re-entrant
salient_angle reentrant_angle
salinate desalinate
saltwater fresh_water
salty fresh
salubriousness insalubriousness
salubrity insalubrity
same different
same other
sameness difference
sane insane
sanely insanely
sanitariness unsanitariness
sanitary unsanitary
sanity insanity
saponified unsaponified
sarcastic unsarcastic
satiate insatiate
satisfaction dissatisfaction
satisfactorily unsatisfactorily
satisfactoriness unsatisfactoriness
satisfactory unsatisfactory
satisfy dissatisfy
satisfy fall_short_of
saturated unsaturated
saved lost
savory unsavory
say_farewell welcome
scalable unscalable
scale_down scale_up
scale_up scale_down
scarce abundant
scarcity abundance
scented scentless
scentless scented
scheduled unscheduled
scholarly unscholarly
scientific unscientific
scramble unscramble
screw unscrew
scripted unscripted
scrupulous unscrupulous
scrupulousness unscrupulousness
seal unseal
sealed unsealed
seamanlike unseamanlike
seamed seamless
seamless seamed
seasonable unseasonable
seasonableness unseasonableness
seasonably unseasonably
seasonal year-round
seasoned unseasoned
seated standing
seaworthy unseaworthy
second first
secondarily primarily
secondary primary
sectarian nonsectarian
secular religious
secure insecure
secured_bond unsecured_bond
securely insecurely
secureness insecureness
security insecurity
sedate stimulate
seductive unseductive
seeded unseeded
seedless seedy
seedy seedless
seemliness unseemliness
segregate desegregate
segregated integrated
segregation integration
selected unselected
self-consciously unselfconsciously
self-consciousness unselfconsciousness
self-fertilization cross-fertilization
self-pollination cross-pollination
selfish unselfish
selfishly unselfishly
selfishness unselfishness
sell buy
senior junior
sensational unsensational
sensibility insensibility
sensible insensible
sensitise desensitise
sensitive insensitive
sensitively insensitively
sensitiveness insensitiveness
sensitivity insensitivity
sensitize desensitize
sensitizing desensitizing
sensory extrasensory
sent unsent
sentience insentience
sentient insentient
sentimentally unsentimentally
separably inseparably
separate joint
separation union
septic antiseptic
serial_operation parallel_operation
serious frivolous
seriousness frivolity
service disservice
serviceable unserviceable
serviceman civilian
servile unservile
sessile pedunculate
sessile vagile
set rise
settled unsettled
sexual asexual
sexy unsexy
shaded unshaded
shallow deep
shallowness deepness
shapely unshapely
shared unshared
sharp dull
sharp flat
sharp natural
sharpen dull
sharpen flatten
sharpen soften
sharpness dullness
sharpness softness
shaven unshaven
sheared unsheared
sheathe unsheathe
sheathed unsheathed
shelled unshelled
shockable unshockable
shod unshod
short long
short tall
short-spurred long-spurred
shorten lengthen
shortness longness
shortness tallness
shout whisper
show hide
shrink stretch
shrinkable unshrinkable
shut open
shuttered unshuttered
side bottom
side top
sidereal civil
sighted blind
signed unsigned
significance insignificance
significant insignificant
significant nonsignificant
significantly insignificantly
silence sound
silenced unsilenced
similar dissimilar
similarity dissimilarity
similitude dissimilitude
simple complex
simple compound
simplicity complexity
simplify complicate
sincere insincere
sincerely insincerely
sincerity insincerity
single double
single multiple
single-barreled double-barreled
single-breasted double-breasted
single-lane multilane
singly multiply
singular plural
singular_matrix nonsingular_matrix
sinistral dextral
sink float
sink source
sinkable unsinkable
sister brother
sisterly brotherly
sit lie
sit stand
sit_down arise
sitter stander
sitting_trot rising_trot
sized unsized
skew align
skilled unskilled
skillfulness unskillfulness
skim_milk whole_milk
skinless skinned
skinned skinless
slave_state free_state
sleep wake
sleepiness wakefulness
sleeping waking
sleeved sleeveless
sleeveless sleeved
slip_off slip_on
slip_on slip_off
slippery nonslippery
slow fast
slow_lane fast_lane
slowly quickly
small big
small large
smallness largeness
smart stupid
smart_bomb dumb_bomb
smilingly unsmilingly
smokeless smoky
smoker nonsmoker
smoky smokeless
smooth rough
smooth roughen
smoothness roughness
snail_mail e-mail
snail_mail electronic_mail
snail_mail email
snarl unsnarl
sober intoxicated
soberness drunkenness
sociability unsociability
sociable unsociable
sociably unsociably
social unsocial
socialism capitalism
socialistic capitalistic
soft hard
soft hardened
soft loud
soft-finned_fish spiny-finned_fish
soft_drug hard_drug
soft_water hard_water
softball hardball
soften harden
soften sharpen
softhearted hardhearted
softly loudly
softness hardness
softness loudness
softness sharpness
software hardware
sold unsold
soled soleless
soleless soled
solid gaseous
solid hollow
solid liquid
solidity hollowness
solidity porosity
solubility insolubility
soluble insoluble
solvability unsolvability
solved unsolved
solvency insolvency
solvent insolvent
some all
some no
son daughter
sonic subsonic
sonic supersonic
soothe irritate
sophisticated naive
sophistication naivete
sorrow joy
sorrowful joyful
sound silence
sound unsound
soundness unsoundness
sour sweet
sour sweeten
source sink
source_program object_program
soured unsoured
south north
southern northern
southernness northernness
spaced unspaced
sparkling still
spatial nonspatial
speaking nonspeaking
special_agent general_agent
special_verdict general_verdict
specialise diversify
specialist generalist
specialize diversify
specialized unspecialized
specific general
specific nonspecific
specifically generally
specified unspecified
specify generalize
spell unspell
spherical nonspherical
spineless spinous
spinous spineless
spiny-finned_fish soft-finned_fish
spirited spiritless
spiritless spirited
spiritualize literalize
splayfooted pigeon-toed
split_ticket straight_ticket
splitter lumper
spoils_system merit_system
spoken written
spontaneous induced
sporadic continual
sportingly unsportingly
spread gather
springtide neap_tide
spuriousness genuineness
square round
square_shooter liar
stabile mobile
stabilisation destabilisation
stabilise destabilise
stability instability
stabilization destabilization
stabilize destabilise
stabilize destabilize
stable unstable
stableness unstableness
staccato legato
staged unstaged
stained unstained
stale fresh
staleness freshness
stalinize destalinize
stand lie
stand sit
stand yield
stand_still move
standard nonstandard
stander sitter
standing running
standing seated
staple unstaple
starboard larboard
starchless starchy
starchy starchless
starless starry
starry starless
start finish
start stop
starve be_full
starve feed
statesmanlike unstatesmanlike
stative active
stator rotor
stay change
stay depart
stay move
stay_in_place travel
steadily unsteadily
steadiness unsteadiness
steady unsteady
steep gradual
stemless stemmed
stemmed stemless
sterile fertile
steroidal nonsteroidal
stiffen loosen
stifle stimulate
stigmatism astigmatism
still moving
still no_longer
still sparkling
stillbirth live_birth
stillborn_infant liveborn_infant
stimulate sedate
stimulate stifle
stimulating unstimulating
stimulative depressant
stinginess generosity
stingy generous
stomatous astomatous
stop start
stop_consonant continuant_consonant
stoppable unstoppable
stormy calm
stoutheartedness faintheartedness
straight crooked
straight curly
straight curved
straight_line curve
straight_ticket split_ticket
straighten bend
straightness crookedness
straightness curliness
strain unstrain
strange familiar
stranger acquaintance
strap unstrap
stratified unstratified
stratified_language unstratified_language
strength weakness
strengthen weaken
strengthening weakening
stressed unstressed
stretch shrink
string unstring
strong weak
strong_point weak_point
strongly weakly
structured unstructured
stubborn docile
stuck unstuck
studied unstudied
studio location
stuff unstuff
stupid smart
stupidity intelligence
styleless stylish
stylish styleless
subartesian artesian
subhuman superhuman
subjacent superjacent
subjective objective
subjectively objectively
submersible nonsubmersible
submersible surface_ship
submissive domineering
subordinate dominant
subordinate insubordinate
subordinating coordinating
subordination insubordination
subscript adscript
subscript superscript
subsequent antecedent
subsonic sonic
subsonic supersonic
substantial insubstantial
substantiality insubstantiality
substantive adjective
subsurface overhead
subsurface surface
subtract add
subtraction addition
subtractive additive
succeed fail
succeed precede
succeeding preceding
success failure
successful unsuccessful
successfully unsuccessfully
succumb survive
sudden gradual
suffer be_well
suffer enjoy
sufficiency insufficiency
sufficient insufficient
sufficiently insufficiently
suffix prefix
sugarless sugary
sugary sugarless
suitability unsuitability
suitableness unsuitableness
suitably unsuitably
summer_solstice winter_solstice
summerize winterize
summery autumnal
summery vernal
summery wintry
sunrise sunset
sunset sunrise
superficial profound
superficiality profundity
superhuman subhuman
superior inferior
superiority inferiority
superjacent subjacent
supernal infernal
supernatural natural
superscript adscript
superscript subscript
supersonic sonic
supersonic subsonic
supervised unsupervised
supination pronation
supply demand
supported unsupported
supportive unsupportive
suppressed publicized
suppurative nonsuppurative
sure unsure
surface overhead
surface subsurface
surface-to-air air-to-air
surface-to-air air-to-surface
surface_mail air_mail
surface_ship submersible
surgical medical
surgical nonsurgical
surmountable insurmountable
surprised unsurprised
surprising unsurprising
surrender resist
survive succumb
susceptibility unsusceptibility
susceptible unsusceptible
suspected unsuspected
sweet dry
sweet sour
sweeten sour
swept unswept
switch_off switch_on
switch_on switch_off
sworn unsworn
syllabic accentual
syllabic nonsyllabic
syllabic quantitative
symmetrical asymmetrical
symmetrically asymmetrically
symmetry asymmetry
sympathetic unsympathetic
sympathetically unsympathetically
sympatric allopatric
sympatry allopatry
syncarpous apocarpous
syncategorem categorem
syncategorematic categorematic
syncategoreme categoreme
synchronic diachronic
synchronise desynchronise
synchronism asynchronism
synchronization desynchronization
synchronize desynchronize
synchronizing desynchronizing
synchronous asynchronous
synchronous_operation asynchronous_operation
synclinal anticlinal
syndetic asyndetic
synergist antagonist
synergistic antagonistic
synonym antonym
synonymous antonymous
syntagmatic paradigmatic
synthesis analysis
synthesize analyze
synthetic analytic
systematic unsystematic
systematically unsystematically
table_d'hote a_la_carte
taciturn voluble
tactful tactless
tactfully tactlessly
tactfulness tactlessness
tactless tactful
tactlessly tactfully
tactlessness tactfulness
tail head
take give
take_away add
take_away bring
take_in let_out
take_office leave_office
talented untalented
talk keep_quiet
talk_into talk_out_of
talk_out_of talk_into
tall short
tallness shortness
tame wild
tameness wildness
tangibility intangibility
tangible intangible
tangled untangled
tanned untanned
taper_file blunt_file
tapped untapped
tardiness punctuality
tasteful tasteless
tastefully tastelessly
tastefulness tastelessness
tasteless tasteful
tasteless tasty
tastelessly tastefully
tastelessness tastefulness
tasty tasteless
taxable nontaxable
tearful tearless
tearless tearful
technical nontechnical
technophile technophobe
technophobe technophile
temperance intemperance
temperate intemperate
tempered untempered
temporarily permanently
tender tough
tense lax
tense relax
tense relaxed
terminal intermediate
terrestrial amphibious
terrestrial aquatic
territorial extraterritorial
territorial nonterritorial
territorial_waters high_sea
territorial_waters international_waters
terseness verboseness
testate intestate
text_edition trade_edition
theatrical untheatrical
theism atheism
thematic unthematic
theoretical applied
theoretical empirical
theoretically empirically
there here
thereness hereness
thermal nonthermal
thermal_reactor fast_reactor
thermoplastic thermosetting
thermosetting thermoplastic
thick thin
thicken thin
thickly thinly
thickness thinness
thin fat
thin full
thin thick
thin thicken
thin_person fat_person
thinkable unthinkable
thinly thickly
thinness thickness
thirsty hungry
thoughtful thoughtless
thoughtfully thoughtlessly
thoughtfulness thoughtlessness
thoughtfulness unthoughtfulness
thoughtless thoughtful
thoughtlessly thoughtfully
thoughtlessness thoughtfulness
three-piece one-piece
three-piece two-piece
thrifty wasteful
tide ebb
tidiness untidiness
tidy untidy
tie untie
tied untied
tight leaky
tight loose
tight_money easy_money
tightening loosening
tightness looseness
timbered untimbered
time_off work_time
timeliness untimeliness
timid bold
timid brave
timidity boldness
tipped untipped
tire refresh
tired rested
toadstool mushroom
toed toeless
toeless toed
tolerable intolerable
tolerably intolerably
tolerance intolerance
tolerant intolerant
tolerantly intolerantly
tonal atonal
tonality atonality
toned toneless
toneless toned
tongued tongueless
tongueless tongued
tonic atonic
tonicity atonicity
toothed toothless
toothless toothed
top bottom
top side
top-down bottom-up
top_out bottom_out
topless topped
topped topless
touched untouched
tough tender
toxic nontoxic
traceable untraceable
tracked trackless
trackless tracked
tractability intractability
tractable intractable
trade_edition text_edition
traditional nontraditional
tragedy comedy
trained untrained
tramontane cismontane
transeunt immanent
transitive intransitive
transitively intransitively
transitivity intransitivity
transitivize detransitivize
translatable untranslatable
translational nontranslational
transparency opacity
trapezium parallelogram
travel stay_in_place
traveled untraveled
treated untreated
tribalisation detribalisation
tribalization detribalization
tributary distributary
triclinic monoclinic
trimmed untrimmed
trinucleate binucleate
trinucleate mononuclear
troubled untroubled
true false
true-false multiple-choice
trust distrust
trust mistrust
trustful distrustful
trustfully distrustfully
trustiness untrustiness
trustworthiness untrustworthiness
trustworthy untrustworthy
truth falsehood
truth falsity
truthful untruthful
truthfully untruthfully
truthfulness untruthfulness
tubed tubeless
tubeless tubed
tucked untucked
tune untune
tuneful tuneless
tuneless tuneful
turn_in turn_out
turn_out turn_in
turned unturned
twine untwine
twist untwist
two-piece one-piece
two-piece three-piece
type antitype
typical atypical
typicality atypicality
typically atypically
uglify beautify
ugliness beauty
ugly beautiful
ultimate proximate
ultra_vires intra_vires
unable able
unabridged abridged
unabused abused
unacceptability acceptability
unacceptable acceptable
unacceptably acceptably
unaccommodating accommodating
unaccompanied accompanied
unaccustomed accustomed
unacknowledged acknowledged
unacquisitive acquisitive
unactable actable
unadaptability adaptability
unadaptable adaptable
unaddicted addicted
unaddressed addressed
unadjusted adjusted
unadoptable adoptable
unadorned adorned
unadventurous adventurous
unaffected affected
unaffectedness affectedness
unaffixed affixed
unafraid afraid
unaggressive aggressive
unagitated agitated
unairworthy airworthy
unalarming alarming
unalert alert
unalike alike
unalterability alterability
unalterable alterable
unaltered altered
unambiguity ambiguity
unambiguous ambiguous
unambiguously ambiguously
unambitious ambitious
unambitiously ambitiously
unamended amended
unanalyzed analyzed
unangry angry
unanimated animated
unapologetic apologetic
unappealable appealable
unappealing appealing
unappealingly appealingly
unappendaged appendaged
unappetizing appetizing
unappetizingness appetizingness
unappreciatively appreciatively
unapproachability approachability
unapproachable approachable
unargumentative argumentative
unarmed armed
unarmored armored
unarticulated articulated
unashamed ashamed
unashamedly ashamedly
unassertive assertive
unassertively assertively
unassigned assigned
unassisted assisted
unattached attached
unattractive attractive
unattractively attractively
unattractiveness attractiveness
unattributable attributable
unauthorized authorized
unavailability availability
unavailable available
unavenged avenged
unawakened awakened
unaware aware
unawed awed
unbalance balance
unbalanced balanced
unbalconied balconied
unbanded banded
unbaptized baptized
unbar bar
unbarreled barreled
unbecomingness becomingness
unbelief belief
unbelievably believably
unbelievingly believingly
unbelt belt
unbelted belted
unbend bend
unbeneficed beneficed
unbind bind
unblemished blemished
unblended blended
unblock block
unbodied bodied
unbolt bolt
unbordered bordered
unborn born
unbound bound
unbox box
unbraid braid
unbrainwashed brainwashed
unbranded branded
unbreakable breakable
unbreakableness breakableness
unbridgeable bridgeable
unbridle bridle
unbroken broken
unbuckle buckle
unburden burden
unburdened burdened
unburied buried
unbutton button
unbuttoned buttoned
uncamphorated camphorated
uncared-for cared-for
uncarpeted carpeted
uncarved carved
uncastrated castrated
uncaulked caulked
uncensored censored
unceremoniously ceremoniously
unceremoniousness ceremoniousness
uncertain certain
uncertainty certainty
uncertified certified
unchain chain
unchangeable changeable
unchanged changed
uncharacteristic characteristic
uncharacteristically characteristically
uncharged charged
uncharitable charitable
unchartered chartered
unchaste chaste
uncheerfulness cheerfulness
unchivalrously chivalrously
unchristian christian
uncivil civil
uncivilly civilly
unclasp clasp
unclassified classified
uncle aunt
unclean clean
uncleanliness cleanliness
unclear clear
uncleared cleared
unclearness clearness
unclip clip
unclog clog
unclothed clothed
unclutter clutter
uncoated coated
uncoil coil
uncoiled coiled
uncollected collected
uncolored colored
uncombed combed
uncombined combined
uncomfortable comfortable
uncomfortably comfortably
uncommitted committed
uncommon common
uncommonness commonness
uncommunicative communicative
uncommunicativeness communicativeness
uncompartmented compartmented
uncompassionate compassionate
uncomplaining complaining
uncomplainingly complainingly
uncomplimentary complimentary
uncompromising compromising
unconcealed concealed
unconcern concern
unconcerned concerned
unconditional conditional
unconditionally conditionally
unconditioned conditioned
unconfined confined
unconfirmed confirmed
uncongenial congenial
uncongeniality congeniality
unconnected connected
unconnectedness connectedness
unconquerable conquerable
unconscientious conscientious
unconscientiousness conscientiousness
unconscious conscious
unconsciously consciously
unconsciousness consciousness
unconstipated constipated
unconstitutional constitutional
unconstitutionally constitutionally
unconstricted constricted
unconsummated consummated
uncontaminated contaminated
uncontested contested
uncontrolled controlled
uncontroversial controversial
uncontroversially controversially
unconventional conventional
unconventionality conventionality
unconventionally conventionally
unconvinced convinced
unconvincing convincing
unconvincingly convincingly
uncooperative cooperative
uncork cork
uncorrected corrected
uncouple couple
uncousinly cousinly
uncover cover
uncrannied crannied
uncrate crate
uncreative creative
uncreativeness creativeness
uncritical critical
uncritically critically
uncross cross
uncrossed crossed
uncrowded crowded
uncrowned crowned
uncrystallized crystallized
uncultivated cultivated
uncut cut
undamaged damaged
undatable datable
undeceive deceive
undeciphered deciphered
undeclared declared
undedicated dedicated
undefeated defeated
undefined defined
undelineated delineated
undemanding demanding
undemocratic democratic
undemocratically democratically
undemonstrative demonstrative
undeniable deniable
undependability dependability
undependable dependable
undependableness dependableness
undependably dependably
underachievement overachievement
underact overact
underbid outbid
underbid overbid
undercharge overcharge
underdress overdress
underestimate overestimate
underexpose overexpose
undergarment overgarment
underhand overhand
underived derived
underpay overpay
underprivileged privileged
undershoot overshoot
underspend overspend
understate overstate
understatement overstatement
understock overstock
understood ununderstood
undervalue overvalue
undescriptive descriptive
undeservedly deservedly
undesigned designed
undesirability desirability
undesirable desirable
undesirous desirous
undetected detected
undetermined determined
undeveloped developed
undifferentiated differentiated
undignified dignified
undiluted diluted
undimmed dimmed
undiplomatic diplomatic
undiplomatically diplomatically
undiscerning discerning
undiscriminating discriminating
undiversified diversified
undock dock
undocumented documented
undomestic domestic
undrained drained
undramatic dramatic
undramatically dramatically
undress dress
undrinkable drinkable
undue due
undynamic dynamic
uneager eager
unearned earned
unearned_run earned_run
uneasy easy
unedifying edifying
uneducated educated
unemotional emotional
unemotional_person emotional_person
unemotionality emotionality
unemotionally emotionally
unemployable employable
unemployed employed
unemployment employment
unenclosed enclosed
unencumbered encumbered
unendowed endowed
unenforceable enforceable
unenforced enforced
unenlightened enlightened
unenlightening enlightening
unenlightenment enlightenment
unenlivened enlivened
unenterprising enterprising
unenthusiastic enthusiastic
unenthusiastically enthusiastically
unequal equal
unequally equally
unequipped equipped
unequivocal equivocal
unequivocalness equivocalness
unerect erect
unestablished established
unethical ethical
unethically ethically
uneven even
unevenly evenly
unevenness evenness
uneventful eventful
unexchangeability exchangeability
unexchangeable exchangeable
unexcitable excitable
unexcited excited
unexciting exciting
unexcitingly excitingly
unexhausted exhausted
unexpansive expansive
unexpected expected
unexpectedness expectedness
unexpendable expendable
unexpired expired
unexploited exploited
unexportable exportable
unextended extended
unfaceted faceted
unfair fair
unfairly fairly
unfairness fairness
unfaithful faithful
unfaithfully faithfully
unfaithfulness faithfulness
unfamiliar familiar
unfamiliarity familiarity
unfashionable fashionable
unfashionably fashionably
unfasten fasten
unfastened fastened
unfastidious fastidious
unfathomable fathomable
unfavorable favorable
unfavorableness favorableness
unfavorably favorably
unfeathered feathered
unfeelingly feelingly
unfilled filled
unfinished finished
unfit fit
unfitness fitness
unfixed fixed
unflattering flattering
unfledged fledged
unfocused focused
unfold fold
unforgettable forgettable
unforgivably forgivably
unforgiving forgiving
unforgivingly forgivingly
unformed formed
unfortunate fortunate
unfortunately fortunately
unframed framed
unfree free
unfreeze freeze
unfretted fretted
unfriendliness friendliness
unfriendly friendly
unfrozen frozen
unfruitful fruitful
unfueled fueled
unfunded funded
unfurl roll_up
unfurnished furnished
unfurrowed furrowed
ungathered gathered
ungeared geared
ungenerous generous
unglazed glazed
ungodliness godliness
ungracefully gracefully
ungracious gracious
ungraciously graciously
ungraciousness graciousness
ungrammatical grammatical
ungrammatically grammatically
ungrateful grateful
ungratefully gratefully
ungregarious gregarious
ungroomed groomed
ungrudgingly grudgingly
unguiculate ungulate
unguided guided
ungulate unguiculate
ungusseted gusseted
unhappily happily
unhappiness happiness
unhappy happy
unharness harness
unheaded headed
unhealthful healthful
unhealthfulness healthfulness
unhealthy healthy
unhelpful helpful
unhelpfully helpfully
unhesitatingly hesitantly
unhitch hitch
unholiness holiness
unholy holy
unhook hook
unhurried hurried
unhurriedly hurriedly
unhygienically hygienically
unicameral bicameral
unidentifiable identifiable
unidimensional multidimensional
unidirectional bidirectional
uniform multiform
uniformity nonuniformity
unify disunify
unilateral multilateral
unilaterally multilaterally
unimaginatively imaginatively
unimodal bimodal
unimpaired impaired
unimportance importance
unimportant important
unimpressionable impressionable
unimpressive impressive
unimpressively impressively
unimproved improved
uninflected inflected
uninfluential influential
uninformative informative
uninformatively informatively
uninformed informed
uninhabited inhabited
uninhibited inhibited
uninitiate initiate
uninjectable injectable
uninjured injured
uninquiring inquiring
uninspiring inspiring
uninstructive instructive
uninstructively instructively
uninsurability insurability
uninsured insured
unintelligent intelligent
unintelligently intelligently
unintelligibility intelligibility
unintelligible intelligible
unintelligibly intelligibly
unintended intended
unintentionally intentionally
uninterested interested
uninteresting interesting
uninterestingly interestingly
uninterestingness interestingness
unintrusive intrusive
uninucleate multinucleate
uninviting inviting
uninvolved involved
union disunion
union nonunion
union separation
uniparous multiparous
unipolar bipolar
unironed ironed
unitary federal
unite divide
united divided
univalent bivalent
univalent multivalent
univalve bivalve
universal particular
universal_proposition particular_proposition
unjust just
unjustifiably justifiably
unjustly justly
unkind kind
unkindly kindly
unkindness kindness
unknot knot
unknowable knowable
unknowingly knowingly
unknown known
unlabeled labeled
unlaced laced
unlamented lamented
unlash lash
unlaureled laureled
unlawful lawful
unlawfully lawfully
unlawfulness lawfulness
unleaded leaded
unleaded_gasoline leaded_gasoline
unleavened leavened
unlighted lighted
unlike like
unlikelihood likelihood
unlikeliness likeliness
unlikely likely
unlikeness likeness
unlimited limited
unlined lined
unlisted listed
unlisted_security listed_security
unlivable livable
unliveried liveried
unloaded loaded
unloading loading
unlock lock
unloved loved
unloving loving
unlubricated lubricated
unluckily luckily
unlucky lucky
unmade made
unmake make
unmalicious malicious
unmalleability malleability
unmalted malted
unmanageable manageable
unmanageably manageably
unmanfully manfully
unmanly manly
unmanned manned
unmarked marked
unmarried married
unmask mask
unmated mated
unmelodious melodious
unmelodiously melodiously
unmelted melted
unmemorably memorably
unmerited merited
unmilitary military
unmindful mindful
unmindfully mindfully
unmindfulness mindfulness
unmined mined
unmitigated mitigated
unmodifiable modifiable
unmodified modified
unmodulated modulated
unmotivated motivated
unmotorized motorized
unmoved moved
unmoving moving
unmown mown
unmusical musical
unmusically musically
unmuzzle muzzle
unmyelinated myelinated
unnatural natural
unnaturally naturally
unnaturalness naturalness
unnecessarily necessarily
unnecessary necessary
unneighborliness neighborliness
unneurotic neurotic
unnoticeable noticeable
unnoticed noticed
unobligated obligated
unobstructed obstructed
unobtrusive obtrusive
unobtrusively obtrusively
unobtrusiveness obtrusiveness
unobvious obvious
unoccupied occupied
unoffending offending
unofficial official
unofficially officially
unoiled oiled
unopposable opposable
unopposed opposed
unorganized organized
unoriented oriented
unoriginal original
unoriginality originality
unorthodox orthodox
unorthodoxy orthodoxy
unostentatious ostentatious
unowned owned
unpack pack
unpackaged packaged
unpaid paid
unpaintable paintable
unpainted painted
unpalatability palatability
unpalatable palatable
unpalatably palatably
unpardonable pardonable
unpardonably pardonably
unparented parented
unpatriotic patriotic
unpatriotically patriotically
unpatronized patronized
unpaved paved
unpeaceful peaceful
unperceptive perceptive
unperceptiveness perceptiveness
unpermissive permissive
unpermissiveness permissiveness
unperplexed perplexed
unpersuasiveness persuasiveness
unpin pin
unplanned planned
unplanted planted
unplayable playable
unplayful playful
unpleasant pleasant
unpleasantly pleasantly
unpleasantness pleasantness
unpleasingness pleasingness
unplowed plowed
unplug plug_in
unpointedness pointedness
unpolished polished
unpopular popular
unpopularity popularity
unportable portable
unposed posed
unpotted potted
unpowered powered
unprecedented precedented
unprecedentedly precedentedly
unpredictability predictability
unpredictable predictable
unprejudiced prejudiced
unpremeditated premeditated
unprepared prepared
unpresidential presidential
unpretentious pretentious
unpretentiously pretentiously
unpretentiousness pretentiousness
unpreventable preventable
unpriestly priestly
unprincipled principled
unprintable printable
unprocessed processed
unproductive productive
unproductively productively
unproductiveness productiveness
unprofessional professional
unprofitability profitability
unprofitable profitable
unprofitableness profitableness
unprofitably profitably
unpronounceable pronounceable
unprophetic prophetic
unpropitious propitious
unpropitiously propitiously
unpropitiousness propitiousness
unprotected protected
unprotective protective
unproved proved
unprovocative provocative
unpublishable publishable
unpublished published
unpunctual punctual
unpunished punished
unqualified qualified
unquestionable questionable
unquiet quiet
unquietly quietly
unquotable quotable
unravel ravel
unreactive reactive
unready ready
unreal real
unrealistic realistic
unrealistically realistically
unreality reality
unreasonable reasonable
unreasonably reasonably
unreassuring reassuring
unreceptive receptive
unrecognizably recognizably
unreconstructed reconstructed
unrecoverable recoverable
unrefined refined
unreflected reflected
unregenerate regenerate
unregistered registered
unregretful regretful
unregulated regulated
unrelated related
unrelatedness relatedness
unreliability reliability
unreliable reliable
unreliableness reliableness
unreliably reliably
unremarkably remarkably
unrenewable renewable
unrentable rentable
unrepeatable repeatable
unrepentant repentant
unrepentantly repentantly
unreportable reportable
unreported reported
unreproducible reproducible
unrequested requested
unresentful resentful
unreserved reserved
unrespectability respectability
unrespectable respectable
unresponsive responsive
unresponsiveness responsiveness
unrestrained restrained
unrestraint restraint
unrestricted restricted
unrestrictive restrictive
unretentive retentive
unreverberant reverberant
unrevived revived
unrewarding rewarding
unrhetorical rhetorical
unrhymed rhymed
unrhythmical rhythmical
unrifled rifled
unrigged rigged
unrighteous righteous
unrighteously righteously
unrighteousness righteousness
unromantically romantically
unsaddle saddle
unsaddled saddled
unsalable salable
unsanitariness sanitariness
unsanitary sanitary
unsaponified saponified
unsarcastic sarcastic
unsatisfactorily satisfactorily
unsatisfactoriness satisfactoriness
unsatisfactory satisfactory
unsaturated saturated
unsavory savory
unscalable scalable
unscheduled scheduled
unscholarly scholarly
unscientific scientific
unscramble scramble
unscrew screw
unscripted scripted
unscrupulous scrupulous
unscrupulousness scrupulousness
unseal seal
unsealed sealed
unseamanlike seamanlike
unseasonable seasonable
unseasonableness seasonableness
unseasonably seasonably
unseasoned seasoned
unseaworthy seaworthy
unsecured_bond secured_bond
unseductive seductive
unseeded seeded
unseemliness seemliness
unselected selected
unselfconsciously self-consciously
unselfconsciousness self-consciousness
unselfish selfish
unselfishly selfishly
unselfishness selfishness
unsensational sensational
unsent sent
unsentimentally sentimentally
unserviceable serviceable
unservile servile
unsettled settled
unsexy sexy
unshaded shaded
unshapely shapely
unshared shared
unshaven shaven
unsheared sheared
unsheathe sheathe
unsheathed sheathed
unshelled shelled
unshockable shockable
unshod shod
unshrinkable shrinkable
unshuttered shuttered
unsigned signed
unsilenced silenced
unsinkable sinkable
unsized sized
unskilled skilled
unskillfulness skillfulness
unsmilingly smilingly
unsnarl snarl
unsociability sociability
unsociable sociable
unsociably sociably
unsocial social
unsold sold
unsolvability solvability
unsolved solved
unsound sound
unsoundness soundness
unsoured soured
unspaced spaced
unspecialized specialized
unspecified specified
unspell spell
unsportingly sportingly
unstable stable
unstableness stableness
unstaged staged
unstained stained
unstaple staple
unstatesmanlike statesmanlike
